player_name,yearDraft,yearCombine,numberPickOverall,position,height,weight,wingspan,reach_standing,standing_vertical,max_vertical,bench_reps,timeLaneAgility,timeThreeQuarterCourtSprint,lengthHand,widthHand,body_fat_pct,drafted
Nolan Smith,2011.0,2011,21.0,PG,1.87,85.09,1.97,251.46,72.39,86.36,9.0,11.05,3.17,21.59,23.5,5.6,True
Bradley Beal,2012.0,2012,3.0,SG,1.91,91.53,2.03,254.0,83.82,99.06,8.0,10.95,3.28,21.59,22.86,6.0,True
Speedy Claxton,2000.0,2000,20.0,PG,1.79,75.3,1.83,240.03,91.44,107.95,6.0,10.48,3.06,,,,True
Chandler Parsons,2011.0,2011,38.0,SF,2.05,100.33,2.07,265.43,64.77,80.01,4.0,11.05,3.29,20.96,25.4,7.0,True
Mike Taylor,2008.0,2008,55.0,SG-PG,1.85,75.39,2.01,248.92,78.74,99.06,2.0,10.98,3.08,,,3.8,True
Rudy Fernandez,2007.0,2005,24.0,SG,1.95,78.02,2.02,257.81,67.31,90.17,0.0,10.48,3.33,,,,True
Torin Francis,,2006,,PF-C,2.06,112.04,2.16,267.97,67.31,81.28,9.0,11.97,3.51,,,12.4,False
Russell Robinson,,2008,,PG,1.84,88.9,2.03,255.27,63.5,80.01,8.0,11.3,3.15,,,7.4,False
Evan Turner,2010.0,2010,2.0,SG,1.97,96.98,2.03,262.89,69.85,87.63,9.0,11.06,3.27,22.22,24.13,8.6,True
Ron Slay,,2003,,SF-PF,1.98,107.05,2.08,262.89,72.39,80.01,10.0,12.01,3.43,,,16.3,False
Gerald Green,2005.0,2005,18.0,SF,1.98,87.09,2.08,264.16,80.01,99.06,7.0,11.2,3.21,,,,True
Randy Holcomb,2002.0,2002,56.0,SF-PF,2.01,102.06,2.16,266.7,74.93,90.17,15.0,12.85,3.22,,,,True
DeAndre Daniels,2014.0,2014,37.0,SF,2.01,88.9,2.18,270.51,67.31,81.28,,11.46,3.44,23.5,26.67,3.85,True
Russ Smith,2014.0,2014,47.0,PG,1.82,72.57,1.92,241.3,74.93,86.36,,11.57,3.27,20.96,21.59,3.5,True
Isaiah Thomas,2011.0,2011,60.0,PG,1.75,84.37,1.87,232.41,80.01,101.6,13.0,10.49,3.14,20.96,22.86,6.7,True
Marcus Thornton,2015.0,2015,45.0,PG-SG,1.87,80.47,2.03,247.65,87.63,109.22,3.0,10.78,3.02,20.96,21.59,5.3,True
Chris Bosh,2003.0,2003,4.0,PF,2.09,102.06,2.22,276.86,77.47,83.82,9.0,11.8,3.3,,,8.0,True
Adam Allenspach,,2001,,C,2.12,117.48,2.15,271.78,72.39,78.74,16.0,11.9,3.4,,,12.4,False
Marquis Teague,2012.0,2012,29.0,PG,1.85,81.56,2.01,245.11,82.55,102.87,8.0,10.65,3.19,20.96,19.68,6.3,True
Otto Porter,2013.0,2013,3.0,SF,2.02,89.63,2.17,267.97,68.58,91.44,9.0,11.25,3.4,22.22,23.5,6.65,True
Shelvin Mack,2011.0,2011,34.0,PG,1.85,94.8,2.02,245.11,81.28,99.06,17.0,11.23,3.18,20.96,23.5,7.1,True
Eric Paschall,2019.0,2019,41.0,SF,1.98,115.39,2.23,262.89,83.82,96.52,18.0,11.63,3.3,22.86,24.13,6.3,True
Carsen Edwards,2019.0,2018,33.0,PG,1.8,88.72,1.99,240.03,72.39,87.63,12.0,11.59,3.2,21.59,23.5,6.3,True
Maarty Leunen,,2008,,SF,2.01,100.7,2.03,260.35,74.93,87.63,14.0,11.57,3.36,,,8.9,False
Souleymane Wane,,2001,,C,2.04,106.59,2.26,276.86,73.66,77.47,9.0,12.02,3.46,,,11.2,False
Jarvis Varnado,,2010,,PF-C,2.04,95.35,2.22,278.13,74.93,82.55,3.0,11.61,3.37,23.5,24.13,9.5,False
Charlie Bell,,2001,,PG,1.89,90.72,2.02,247.65,80.01,96.52,15.0,10.59,3.12,,,6.7,False
Sagaba Konate,,2018,,C,1.99,111.58,2.13,270.51,80.01,88.9,12.0,12.28,3.28,23.5,25.4,7.35,False
Ryan Humphrey,2002.0,2002,19.0,PF-SF,1.98,101.15,2.13,265.43,80.01,95.25,13.0,11.75,3.2,,,,True
Nick Johnson,2014.0,2014,42.0,SG,1.87,89.81,2.01,245.11,85.09,105.41,,10.8,3.27,22.22,24.76,6.05,True
Harrison Barnes,2012.0,2012,7.0,SF-SG,2.01,103.33,2.11,257.81,96.52,100.33,15.0,10.93,3.16,22.86,21.59,9.6,True
Jae Crowder,2012.0,2012,34.0,SF,1.95,109.41,2.06,252.73,78.74,87.63,20.0,11.45,3.37,24.13,26.67,9.0,True
Eric Gordon,2008.0,2008,7.0,SG,1.88,100.7,2.06,251.46,81.28,101.6,15.0,10.81,3.01,,,8.2,True
Donte DiVincenzo,2018.0,2018,17.0,SG,1.92,90.99,1.98,247.65,87.63,106.68,12.0,10.72,3.11,20.96,22.86,5.0,True
Ryan Carroll,,2001,,SF-SG,1.93,91.63,2.04,251.46,87.63,99.06,14.0,11.0,3.1,,,8.0,False
Louis King,,2019,,SF,2.0,88.54,2.14,265.43,73.66,83.82,0.0,10.99,3.28,20.32,21.59,4.8,False
Jordan Crawford,2010.0,2010,27.0,SG,1.9,89.99,2.01,256.54,80.01,87.63,7.0,11.03,3.37,20.32,22.86,4.9,True
Nik Stauskas,2014.0,2014,8.0,SG,1.96,93.85,2.03,259.08,73.66,90.17,,10.79,3.27,21.59,21.59,12.05,True
Jordan Poole,2019.0,2019,28.0,SG,1.92,86.55,2.0,252.73,71.12,90.17,,10.59,3.27,20.96,21.59,7.5,True
Miles Plumlee,2012.0,2012,26.0,PF-C,2.1,114.49,2.15,267.97,86.36,102.87,15.0,10.64,3.36,23.5,22.86,11.4,True
Demetris Nichols,2007.0,2007,53.0,SF,1.98,95.71,2.14,266.7,72.39,82.55,16.0,10.39,3.38,,,6.2,True
P.J. Hairston,2014.0,2014,26.0,SG,1.94,103.78,2.06,256.54,81.28,93.98,,11.12,3.32,22.22,24.76,8.2,True
Paul Millsap,2006.0,2006,47.0,PF,1.99,117.03,2.17,267.97,72.39,82.55,15.0,11.67,3.3,,,9.7,True
Sam Dekker,2015.0,2015,18.0,SF,2.03,99.16,2.12,269.24,64.77,87.63,5.0,10.64,3.28,21.59,23.5,7.5,True
Dedric Lawson,,2019,,PF,2.01,105.69,2.19,273.05,59.69,66.04,10.0,11.8,3.6,24.76,24.76,8.9,False
Dakari Johnson,2015.0,2015,48.0,C,2.11,120.02,2.18,284.48,57.15,63.5,4.0,11.76,3.62,23.5,26.67,14.9,True
Channing Frye,2005.0,2005,8.0,PF-C,2.07,110.5,2.2,280.67,69.85,78.74,19.0,11.6,3.38,,,,True
Gani Lawal,2010.0,2010,46.0,PF,2.02,105.87,2.13,273.05,68.58,80.01,20.0,11.61,3.24,21.59,25.4,6.3,True
Kenneth Faried,2011.0,2011,22.0,PF,1.98,101.88,2.13,274.32,77.47,88.9,16.0,11.35,3.26,21.59,26.04,6.3,True
Harry Giles,2017.0,2017,20.0,PF,2.06,105.23,2.22,278.13,68.58,82.55,5.0,11.08,3.34,24.13,27.3,5.2,True
Joah Tucker,,2006,,SF-SG,1.92,101.6,1.99,252.73,73.66,86.36,19.0,11.58,3.31,,,7.0,False
Cole Aldrich,2010.0,2010,11.0,C,2.06,107.05,2.25,283.21,58.42,71.12,10.0,11.48,3.35,22.86,23.5,8.5,True
Stephane Pelle,,2003,,PF-SF,2.01,111.58,2.18,271.78,72.39,83.82,17.0,11.37,3.27,,,12.4,False
Coby Karl,,2007,,SG-PG,1.9,92.53,2.11,252.73,81.28,87.63,9.0,11.57,3.41,,,5.4,False
Devin Ebanks,2010.0,2010,43.0,SF,2.01,94.26,2.14,273.05,59.69,81.28,6.0,11.69,3.44,20.96,22.86,7.9,True
Luke Harangody,2010.0,2010,52.0,PF,1.98,108.95,2.07,269.24,60.96,72.39,23.0,11.83,3.41,22.22,24.76,11.1,True
Rashad Jones-Jennings,,2007,,PF,1.98,106.59,2.13,267.97,63.5,76.2,20.0,12.18,3.29,,,5.9,False
Sherron Collins,,2010,,PG,1.78,98.52,1.89,238.76,69.85,83.82,,12.31,3.24,21.59,24.13,9.2,False
Darius Johnson-Odom,2012.0,2012,55.0,SG,1.87,96.16,2.01,243.84,85.09,105.41,17.0,10.76,3.21,22.22,22.22,7.0,True
Marcus Lee,,2016,,PF-C,2.06,95.71,2.21,273.05,72.39,90.17,,11.68,3.25,22.86,22.86,5.35,False
Kyle Korver,2003.0,2003,51.0,SF,1.99,95.71,2.07,260.35,64.77,80.01,13.0,11.42,3.47,,,6.7,True
Joey Dorsey,2008.0,2008,33.0,PF-C,1.99,120.2,2.18,271.78,69.85,83.82,19.0,11.84,3.2,,,9.0,True
C.J. Wilcox,2014.0,2014,28.0,SG,1.92,91.17,2.08,255.27,78.74,95.25,,11.3,3.22,22.22,22.86,6.5,True
James Young,2014.0,2014,17.0,SG,1.96,96.75,2.13,264.16,71.12,90.17,,,,22.86,24.13,5.1,True
TJ Leaf,2017.0,2017,18.0,PF,2.05,100.79,2.11,271.78,73.66,87.63,6.0,11.55,3.27,21.59,24.13,6.8,True
Primoz Brezec,2000.0,2000,27.0,C,2.15,110.22,2.18,279.4,66.04,74.93,,11.53,3.55,,,,True
Wade Baldwin IV,2016.0,2016,17.0,PG,1.89,91.53,2.11,254.0,82.55,96.52,,10.45,3.19,22.86,24.76,5.2,True
Monte Morris,2017.0,2017,51.0,PG,1.86,79.47,1.93,245.11,71.12,85.09,8.0,11.0,3.19,20.96,22.22,6.9,True
Michael Frazier II,,2015,,SG,1.92,90.45,2.03,257.81,68.58,88.9,10.0,10.66,3.32,20.96,23.5,7.4,False
Benjamin Eze,,2001,,C-PF,2.05,105.23,2.29,276.86,73.66,81.28,14.0,13.05,3.36,,,3.9,False
Derrick Rose,2008.0,2008,1.0,PG,1.87,88.9,2.03,250.19,87.63,101.6,10.0,11.69,3.05,,,4.6,True
Andy Rautins,2010.0,2010,38.0,SG,1.94,86.91,2.01,254.0,59.69,77.47,8.0,11.27,3.49,20.32,24.76,6.2,True
Tobias Harris,2011.0,2011,19.0,SF-PF,1.99,101.06,2.11,262.89,80.01,95.25,12.0,10.96,3.17,22.22,22.86,8.4,True
Travis Leslie,2011.0,2011,47.0,SG,1.9,92.99,2.1,261.62,83.82,102.87,10.0,11.0,3.13,22.22,23.5,8.1,True
Justin Anderson,2015.0,2015,21.0,SF-SG,1.96,104.6,2.13,256.54,96.52,109.22,12.0,11.13,3.22,21.59,24.13,5.0,True
Gilbert Arenas,2001.0,2001,30.0,SG,1.89,90.26,2.07,252.73,80.01,91.44,12.0,,3.25,,,5.3,True
Jalen Hoard,,2019,,PF,2.01,96.43,2.15,267.97,69.85,90.17,8.0,11.44,3.34,22.22,24.76,6.7,False
Romain Sato,2004.0,2004,52.0,SG,1.88,92.53,2.11,260.35,80.01,90.17,8.0,11.27,3.18,,,6.0,True
J.R. Smith,2004.0,2004,18.0,SG-SF,1.97,102.97,2.08,264.16,73.66,90.17,5.0,10.93,3.21,,,6.7,True
Alan Williams,,2015,,PF,2.01,118.57,2.18,270.51,64.77,72.39,8.0,12.26,3.5,21.59,24.13,12.0,False
Isaiah Cousins,2016.0,2016,59.0,PG,1.91,88.0,1.99,250.19,77.47,93.98,,10.79,3.24,20.96,22.22,4.8,True
Dan McClintock,2000.0,2000,53.0,C-PF,2.11,113.4,2.17,271.78,83.82,88.9,20.0,11.52,3.33,,,,True
Dwayne Mitchell,,2006,,SG-SF,1.88,94.35,1.99,250.19,95.25,105.41,17.0,11.45,3.16,,,4.5,False
Darren Kelly,,2001,,SG-PG,1.88,80.74,2.0,254.0,77.47,87.63,1.0,11.38,3.21,,,6.7,False
Lamar Patterson,2014.0,2014,48.0,SG,1.93,102.51,2.11,256.54,69.85,82.55,,11.63,3.45,22.86,23.5,10.75,True
Ivan Koljevic,,2004,,PG,1.85,78.02,1.89,241.3,66.04,72.39,4.0,11.07,3.28,,,6.7,False
Talen Horton-Tucker,2019.0,2019,46.0,SG,1.89,106.78,2.17,261.62,66.04,87.63,10.0,11.34,3.34,24.13,24.76,8.4,True
Frank Jackson,2017.0,2017,31.0,PG,1.88,91.44,2.02,248.92,87.63,106.68,9.0,10.94,3.14,20.96,22.86,6.7,True
PJ Washington,2019.0,2018,12.0,PF,1.99,101.15,2.2,271.78,68.58,86.36,3.0,11.39,3.2,22.86,26.04,6.85,True
Marco Killingsworth,,2006,,PF,1.97,120.66,2.21,264.16,71.12,81.28,13.0,11.42,3.34,,,19.0,False
Isaiah Whitehead,2016.0,2016,42.0,PG-SG,1.91,95.25,2.05,254.0,69.85,90.17,,11.65,3.34,21.59,22.22,9.25,True
DeAndre Liggins,2011.0,2011,53.0,SF-SG,1.96,91.72,2.11,262.89,68.58,78.74,6.0,,3.33,22.22,25.4,5.0,True
Dan Langhi,2000.0,2000,31.0,SF,2.06,89.58,2.03,264.16,78.74,87.63,12.0,10.85,3.24,,,,True
Melvin Ely,2002.0,2002,12.0,PF,2.06,108.86,2.24,281.94,66.04,73.66,7.0,11.96,3.35,,,,True
Joey Graham,2005.0,2005,16.0,SF,1.96,98.25,2.03,264.16,76.2,91.44,26.0,10.62,3.05,,,,True
Jarnell Stokes,2014.0,2014,35.0,PF,2.01,119.2,2.17,262.89,78.74,91.44,,11.92,3.26,24.76,26.67,8.2,True
Mike Smith,2000.0,2000,35.0,SF,1.99,89.81,2.04,261.62,83.82,53.34,12.0,11.32,3.22,,,,True
Jeryl Sasser,2001.0,2001,22.0,PG-SG,1.97,88.0,2.1,262.89,73.66,86.36,1.0,11.47,3.22,,,6.7,True
Jimmy Butler,2011.0,2011,30.0,SF,1.98,100.79,2.02,257.81,81.28,99.06,14.0,11.12,3.15,22.86,22.86,5.4,True
Simisola Shittu,,2019,,PF,2.04,103.06,2.17,269.24,68.58,90.17,11.0,11.85,3.3,22.22,21.59,6.2,False
Darington Hobson,2010.0,2010,37.0,SG-SF,1.96,92.35,2.06,265.43,73.66,86.36,,11.68,3.25,20.96,22.86,6.2,True
Jabari Brown,,2014,,SG,1.9,91.58,2.04,254.0,71.12,81.28,,11.6,3.5,22.86,23.5,6.05,False
Isaiah Hicks,,2017,,PF,2.01,105.87,2.15,266.7,80.01,93.98,11.0,12.31,3.36,22.22,24.76,7.7,False
Dominic James,,2007,,PG,1.78,79.38,1.88,236.22,85.09,97.79,14.0,10.94,3.11,,,4.8,False
Reyshawn Terry,,2007,,SF,2.0,100.7,2.08,262.89,78.74,95.25,18.0,11.76,3.26,,,8.9,False
Luguentz Dort,,2019,,PG,1.9,100.79,2.04,252.73,82.55,96.52,14.0,10.79,3.22,21.59,22.86,5.0,False
Jereme Richmond,,2011,,SF,1.98,93.98,2.09,270.51,68.58,85.09,0.0,11.74,3.02,22.22,24.13,5.5,False
Jordan Bachynski,,2014,,PF,2.17,115.26,2.24,275.59,73.66,83.82,,12.15,3.36,23.5,25.4,7.45,False
Antoine Wright,2005.0,2005,15.0,SF-SG,1.96,91.9,2.05,265.43,67.31,74.93,12.0,11.45,3.41,,,,True
Gerry McNamara,,2006,,PG-SG,1.82,80.29,1.85,234.95,68.58,81.28,3.0,11.28,3.4,,,12.8,False
Kelvin Pena,,2004,,SG-PG,1.89,82.55,1.99,252.73,69.85,82.55,1.0,11.5,3.24,,,8.6,False
Danilo Pinnock,,2006,,PG-SG,1.9,92.53,2.02,255.27,74.93,90.17,7.0,11.91,3.08,,,4.6,False
Rodney White,2001.0,2001,9.0,SF,2.02,110.22,2.12,265.43,69.85,83.82,16.0,12.07,3.47,,,9.3,True
Cory Jefferson,2014.0,2014,60.0,PF,2.03,99.06,2.15,266.7,83.82,95.25,,12.63,3.36,22.22,24.76,5.25,True
Brandon McCoy,,2018,,C,2.12,113.58,2.18,280.67,69.85,81.28,9.0,11.77,3.23,24.76,24.13,8.7,False
Killian Tillie,,2020,,PF,2.05,100.52,2.03,269.24,69.85,81.28,,11.6,3.4,20.96,23.5,12.43,False
Curtis Withers,,2006,,PF-SF,1.98,102.97,2.08,256.54,88.9,92.71,14.0,11.54,3.1,,,5.0,False
Sean Lampley,2001.0,2001,44.0,SF,1.97,96.62,2.06,256.54,91.44,101.6,12.0,11.06,3.12,,,8.0,True
Dante Cunningham,2009.0,2009,33.0,PF,2.01,103.15,2.11,270.51,71.12,88.9,18.0,11.18,3.26,,,4.8,True
Kelly Oubre,2015.0,2015,15.0,SF-SG,1.97,91.99,2.19,260.35,87.63,93.98,7.0,11.09,3.32,22.86,22.22,5.7,True
Delonte West,2004.0,2004,24.0,PG-SG,1.87,83.01,1.98,252.73,76.2,88.9,12.0,11.2,3.15,,,6.7,True
James Augustine,2006.0,2006,41.0,PF,2.04,102.97,2.14,264.16,76.2,82.55,13.0,10.54,3.25,,,5.5,True
Greg Monroe,2010.0,2010,7.0,PF-C,2.08,111.86,2.19,275.59,63.5,73.66,15.0,12.1,3.35,22.22,24.13,11.2,True
Marshon Brooks,2011.0,2011,25.0,SG,1.94,88.27,2.16,256.54,86.36,97.79,5.0,10.74,3.09,22.86,26.67,5.2,True
Jason Gardner,,2001,,PG,1.77,85.28,1.86,234.95,87.63,101.6,9.0,10.88,2.92,,,8.0,False
Jason Kapono,2003.0,2003,31.0,SG-SF,1.99,97.52,1.99,259.08,59.69,76.2,8.0,11.04,3.38,,,11.7,True
Corey Hawkins,,2015,,SG-PG,1.85,87.0,2.03,252.73,72.39,86.36,9.0,10.81,3.51,22.22,22.86,5.5,False
Matt Carroll,,2003,,SG-SF,1.96,93.89,1.99,250.19,73.66,85.09,13.0,11.11,3.35,,,6.7,False
Joakim Noah,2007.0,2007,9.0,PF,2.08,101.15,2.17,270.51,82.55,95.25,12.0,11.79,3.47,,,4.8,True
Henry Sims,,2012,,C-PF,2.08,109.41,2.24,274.32,67.31,74.93,7.0,12.33,3.44,23.5,25.4,7.7,False
Quinton Hosley,,2007,,SF-SG,1.96,97.52,2.11,266.7,72.39,86.36,12.0,12.47,3.32,,,5.7,False
Donte Greene,2008.0,2008,28.0,SF-PF,2.04,100.24,2.08,274.32,69.85,80.01,2.0,11.21,3.2,,,7.6,True
Cookie Belcher,,2001,,SG-PG,1.9,93.44,2.04,251.46,88.9,105.41,7.0,11.26,2.91,,,5.3,False
Spencer Hawes,2007.0,2007,10.0,PF,2.08,110.68,2.15,279.4,66.04,73.66,9.0,11.88,3.51,,,13.0,True
Luke Jackson,2004.0,2004,10.0,SF-SG,1.98,96.16,2.04,261.62,67.31,91.44,13.0,11.1,3.24,,,8.0,True
Wesley Johnson,2010.0,2010,4.0,SF,1.99,93.62,2.16,269.24,81.28,93.98,16.0,11.43,3.14,22.86,24.13,4.6,True
Marcus Haislip,2002.0,2002,13.0,PF,2.04,100.24,2.13,271.78,85.09,92.71,8.0,11.35,3.21,,,,True
Wesley Iwundu,2017.0,2017,33.0,SG-SF,1.97,87.72,2.16,267.97,80.01,91.44,5.0,11.25,3.36,22.22,24.13,4.0,True
Ben McLemore,2013.0,2013,7.0,SG,1.92,85.82,2.03,255.27,82.55,106.68,6.0,11.87,3.27,22.22,24.13,5.0,True
Donald Little,,2003,,PF-C,2.07,103.87,2.21,246.38,83.82,93.98,18.0,11.18,3.2,,,7.3,False
Tyler Hansbrough,2009.0,2009,13.0,PF,2.04,106.23,2.12,269.24,69.85,86.36,18.0,11.12,3.27,,,8.5,True
Brandon Heath,,2007,,PG,1.88,82.1,2.01,238.76,81.28,91.44,11.0,11.39,3.28,,,9.0,False
Joel Cornette,,2003,,PF-SF,2.04,108.41,2.06,267.97,66.04,82.55,13.0,11.27,3.14,,,12.9,False
Russell Carter,,2007,,SG,1.9,100.24,2.04,247.65,83.82,97.79,25.0,11.61,3.29,,,6.0,False
Kenny Kadji,,2013,,PF-C,2.05,109.59,2.21,270.51,86.36,96.52,9.0,11.47,3.44,22.86,26.04,7.45,False
Markieff Morris,2011.0,2011,13.0,PF,2.03,109.22,2.1,270.51,68.58,80.01,11.0,,3.4,21.59,20.96,10.2,True
Andre Barrett,,2004,,PG,1.75,77.56,1.85,233.68,73.66,87.63,13.0,10.63,3.08,,,6.7,False
Rashad Phillips,,2001,,PG,1.75,75.3,1.87,233.68,68.58,81.28,5.0,11.93,3.27,,,12.4,False
Georges Niang,2016.0,2016,50.0,PF,2.0,104.69,2.08,261.62,63.5,78.74,,11.64,3.49,23.5,23.5,10.05,True
Shan Foster,,2008,,SG,1.93,88.22,2.12,262.89,76.2,83.82,10.0,12.3,3.24,,,6.3,False
Byron Mullens,2009.0,2009,24.0,C,2.13,117.12,2.17,281.94,72.39,82.55,10.0,11.1,3.45,,,8.5,True
Josh Hart,2017.0,2016,30.0,SG,1.93,92.35,2.04,252.73,74.93,97.79,,11.15,3.2,21.59,23.5,5.75,True
Nigel Hayes,,2017,,PF,1.99,115.3,2.22,265.43,73.66,85.09,16.0,11.81,3.27,22.22,25.4,11.5,False
Jaylen Nowell,2019.0,2019,43.0,SG,1.91,91.81,2.01,248.92,81.28,97.79,2.0,10.76,3.23,20.96,21.59,6.1,True
Marcus Williams,2006.0,2006,22.0,PG,1.88,97.52,2.01,247.65,62.23,71.12,4.0,11.3,3.4,,,12.4,True
Pete Mickeal,2000.0,2000,58.0,SG-SF,1.96,100.7,2.07,262.89,71.12,87.63,8.0,10.83,3.06,,,,True
Anthony Randolph,2008.0,2008,14.0,PF-SF,2.06,89.36,2.21,276.86,73.66,88.9,7.0,11.86,3.26,,,4.7,True
Ivan Rabb,2017.0,2017,35.0,PF,2.05,99.61,2.17,276.86,72.39,82.55,3.0,12.68,3.35,22.22,22.86,6.8,True
Tim Hardaway Jr.,2013.0,2013,24.0,SG,1.94,90.45,2.01,256.54,80.01,95.25,16.0,10.68,3.25,20.32,23.5,6.05,True
Chris Quinn,,2006,,PG-SG,1.84,79.38,1.96,238.76,81.28,93.98,7.0,11.25,3.25,,,5.9,False
J.P. Batista,,2006,,PF,2.02,120.2,2.08,262.89,66.04,77.47,26.0,11.62,3.38,,,12.0,False
Brandon Davies,,2013,,PF,2.04,109.68,2.17,275.59,66.04,80.01,7.0,11.22,3.5,22.86,27.94,8.6,False
Joe Shipp,,2003,,SG,1.93,101.6,2.08,261.62,73.66,87.63,17.0,11.75,3.2,,,11.7,False
Marcus Paige,2016.0,2016,55.0,PG,1.84,74.3,1.99,246.38,85.09,100.33,,10.82,3.15,19.68,22.22,4.3,True
Eddie Griffin,2001.0,2001,7.0,PF-SF,2.06,100.7,2.21,279.4,67.31,83.82,3.0,11.77,3.21,,,4.0,True
Jarrod Uthoff,,2016,,PF,2.04,97.25,2.12,264.16,73.66,87.63,,11.52,3.5,22.22,22.86,6.0,False
Trevor Booker,2010.0,2010,23.0,PF,1.99,106.96,2.08,269.24,78.74,91.44,22.0,11.15,3.1,22.86,24.13,7.3,True
Robert Jackson,,2003,,PF-C,2.03,115.21,2.13,273.05,59.69,66.04,15.0,11.26,3.25,,,15.9,False
Josh Childress,2004.0,2004,6.0,SG-SF,1.97,88.9,2.11,266.7,73.66,91.44,11.0,11.95,3.38,,,9.3,True
Brandon Hunter,2003.0,2003,56.0,PF,1.99,120.66,2.2,267.97,82.55,88.9,25.0,11.13,3.21,,,8.0,True
Jared Harper,,2019,,PG,1.77,76.75,1.97,238.76,85.09,102.87,8.0,10.77,3.04,20.96,24.13,3.9,False
Omari Spellman,2018.0,2018,30.0,PF-C,2.03,115.12,2.18,273.05,72.39,90.17,8.0,12.28,3.38,22.86,22.86,13.75,True
Dennis Schroder,2013.0,2013,17.0,PG,1.85,74.75,2.03,248.92,76.2,86.36,1.0,11.09,3.21,22.22,26.67,4.1,True
Jamaal Tatum,,2007,,PG,1.82,76.2,1.89,237.49,72.39,83.82,7.0,11.51,3.22,,,5.0,False
Brian Bowen II,,2019,,SF,1.99,90.72,2.08,261.62,81.28,90.17,1.0,10.98,3.26,21.59,24.76,6.5,False
Devin Booker,2015.0,2015,13.0,SG,1.94,93.35,2.04,260.35,69.85,87.63,8.0,10.27,3.28,22.22,22.86,8.3,True
Kyle O'Quinn,2012.0,2012,49.0,PF,2.04,109.22,2.25,270.51,80.01,80.01,,11.65,3.53,24.13,25.4,8.0,True
Ashton Hagans,,2020,,PG,1.87,87.54,2.03,252.73,74.93,92.71,,10.82,3.13,22.86,22.86,4.1,False
LaVell Blanchard,,2003,,SF,1.98,92.99,1.98,257.81,85.09,92.71,12.0,11.64,3.38,,,11.7,False
Jaxson Hayes,2019.0,2019,8.0,PF,2.09,99.16,2.22,280.67,68.58,87.63,5.0,11.74,3.37,23.5,26.67,5.0,True
Keita Bates-Diop,2018.0,2018,48.0,SG-SF,2.01,101.51,2.22,270.51,77.47,88.9,11.0,11.2,3.17,22.86,21.59,5.35,True
Trenton Hassell,2001.0,2001,29.0,SG-SF,1.94,92.99,2.03,252.73,90.17,95.25,12.0,11.57,3.29,,,5.3,True
Stephen Zimmerman,2016.0,2016,41.0,C,2.09,106.14,2.22,275.59,66.04,78.74,,12.08,3.43,22.86,22.86,11.15,True
Naz Reid,,2019,,PF,2.04,116.03,2.22,276.86,66.04,82.55,3.0,12.03,3.42,24.13,23.5,14.0,False
David Noel,2006.0,2006,39.0,SF-SG,1.94,101.15,2.07,254.0,87.63,97.79,20.0,10.54,3.07,,,6.1,True
Marvin Stone,,2003,,C-PF,2.07,118.39,2.22,278.13,64.77,69.85,9.0,12.1,3.5,,,17.4,False
Raymond Felton,2005.0,2005,5.0,PG,1.82,90.45,1.94,248.92,73.66,85.09,6.0,10.5,3.06,,,,True
Avery Bradley,2010.0,2010,19.0,SG-PG,1.88,81.83,2.01,250.19,80.01,95.25,2.0,11.47,3.14,20.96,24.13,4.0,True
Aleks Maric,,2008,,C,2.08,123.83,2.16,278.13,58.42,71.12,15.0,11.76,3.35,,,10.1,False
Michael Kidd-Gilchrist,2012.0,2012,2.0,SF,1.97,105.6,2.13,265.43,81.28,90.17,6.0,11.77,3.18,22.86,26.04,7.0,True
A.J. Guyton,2000.0,2000,32.0,PG-SG,1.85,79.38,1.92,247.65,83.82,95.25,9.0,10.55,3.22,,,,True
Armon Johnson,2010.0,2010,34.0,PG-SG,1.88,88.54,2.03,252.73,80.01,97.79,18.0,11.25,3.19,20.96,23.5,5.6,True
Ron Lewis,,2007,,SG,1.88,88.0,1.99,251.46,83.82,96.52,16.0,11.59,3.22,,,4.5,False
Rashad Vaughn,2015.0,2015,17.0,SG,1.92,90.08,2.01,256.54,71.12,86.36,5.0,11.4,3.21,20.32,21.59,6.2,True
Wayne Wallace,,2003,,PF,2.01,84.82,2.18,274.32,74.93,91.44,6.0,11.85,3.24,,,4.6,False
Mason Jones,,2020,,SG,1.92,93.98,2.01,260.35,60.96,78.74,,10.6,3.33,22.22,21.59,8.9,False
Lazar Hayward,2010.0,2010,30.0,SG-SF,1.94,102.42,2.15,259.08,78.74,91.44,15.0,10.87,3.31,23.5,24.13,7.5,True
Jarrett Jack,2005.0,2005,22.0,PG,1.89,89.63,2.02,254.0,66.04,72.39,5.0,10.87,3.24,,,,True
Michael Sweetney,2003.0,2003,9.0,PF,2.01,118.84,2.16,273.05,66.04,80.01,3.0,12.9,3.28,,,14.1,True
Jontay Porter,,2018,,C-PF,2.08,107.05,2.14,276.86,64.77,78.74,9.0,11.9,3.4,22.22,24.13,13.85,False
Tarence Kinsey,,2006,,SF-SG,1.95,81.19,2.0,255.27,73.66,90.17,5.0,10.67,3.3,,,4.1,False
Anthony Tolliver,,2007,,PF,2.01,109.77,2.2,273.05,72.39,76.2,21.0,11.49,3.29,,,5.7,False
Solomon Jones,2006.0,2006,33.0,PF-C,2.04,101.6,2.25,276.86,81.28,99.06,6.0,11.27,3.3,,,7.4,True
